öldürüyor	I-IDIOM
.	O
Yer	B-IDIOM
verdiğin	I-IDIOM
hususların	O
altını	O
da	O
çizer	O
misin	O
?	O
.	O
Yola	O
çık	O
,	O
karşı	O
köye	O
var	O
ve	O
beni	O
bekle	O
.	O
bugün	O
parka	O
büyük	O
bir	O
salıncak	O
meydana	O
geldi	O
.	O
o	O
aile	O
bizim	O
defterimizden	O
bu	O
olayla	O
silindi	O
biline	O
.	O
Tokalarını	O
ortaya	O
dökmeden	O
önce	O
bir	O
saysaydın	O
.	O
Bu	O
soğuk	O
kış	O
gününde	O
üstüne	O
bir	O
şey	O
almadan	O
dışarı	O
çıkmış	O
.	O
Yeter	O
be	O
ağla	O
ağla	O
içini	O
kuruttun	O
;	O
anladık	O
üzgünsün	O
,	O
için	B-IDIOM
eriyor	I-IDIOM
ama	O
toparlan	O
biraz	O
!	O
.	O
Itfaiyeciler	O
meydana	O
geldiğinde	O
yangın	O
çoktan	O
evi	O
küle	O
çevirmişti	O
.	O
Zalime	O
el	B-IDIOM
açmamak	I-IDIOM
için	O
ne	O
yapacağını	O
şaşırdı	O
.	O
Üst	O
balkondan	O
eşya	O
attılar	O
.	O
Karşıdan	O
araba	O
sinyal	O
vermeden	O
çıktı	O
dikkat	O
et	O
.	O
Ben	O
tek	O
siz	O
hepiniz	O
çıksanız	I-IDIOM
da	O
karşıma	B-IDIOM
yine	O
de	O
kazanacağım	O
.	O
Bu	O
düşünceyi	O
öne	B-IDIOM
sürenler	I-IDIOM
arasında	O
bu	O
firmanın	O
kurucusu	O
da	O
vardı	O
.	O
Aldığım	O
bu	O
puanlarla	O
sıralamanın	O
üstüne	O
çıkmayı	O
garantiledim	O
.	O
Bu	O
iş	O
olmazsa	O
ayvayı	B-IDIOM
yeriz	I-IDIOM
.	O
Karşıdaki	O
ağaca	O
çıkarsan	O
daha	O
güzel	O
erikler	O
toplayabilirsin	O
.	O
Ağır	O
bir	O
çantayı	O
bana	O
verdi	O
.	O
Erkeklerin	O
mal	O
gibi	O
kahvede	O
oturarak	O
zaman	B-IDIOM
öldürdüğü	I-IDIOM
,	O
kadınların	O
3	O
kuruş	O
para	O
kazanmak	O
için	O
saatlerce	O
tarlada	O
çalıştığı	O
bir	O
coğrafyada	O
büyüyen	O
bizlere	O
bu	O
romantizm	O
fazla	O
yavan	O
geldi	O
.	O
Eriyen	O
dondurmasını	O
yerken	O
,	O
derin	O
bir	O
iç	O
çekti	O
.	O
Patlayan	O
silahın	O
elinde	O
açtığı	O
yara	O
en	O
az	O
3	O
ayda	O
iyileşir	O
.	O
Yağmurdan	O
sonra	O
güneş	O
açınca	O
meydana	B-IDIOM
gökkuşağı	O
gelir	I-IDIOM
.	O
İşi	O
yapmamak	O
için	O
bana	O
bahaneler	O
öne	B-IDIOM
sürüyor	I-IDIOM
.	O
Tüm	O
yaşamı	O
boyunca	O
Ege	O
sahillerinde	O
küçük	O
bir	O
yer	O
almak	O
için	O
çalıştı	O
.	O
Basamağımız	O
yapılmış	O
,	O
artık	O
çıkabiliriz	O
.	O
Domates	O
kasalarını	O
dökmeden	O
önce	O
say	O
bakalım	O
kaç	O
tane	O
varmış	O
.	O
Bu	O
notların	O
hesabını	B-IDIOM
bana	O
vermek	I-IDIOM
zorundasın	O
.	O
Kalemleri	O
sayarken	O
masadaki	O
suyu	O
döktü	O
.	O
Cumhuriyet	O
’	O
in	O
ortaya	B-IDIOM
koyduğu	I-IDIOM
manayı	O
hep	O
birlikte	O
anlamak	O
mecburiyetindeyiz	O
.	O
Sıkı	B-IDIOM
durursan	I-IDIOM
kimse	O
seni	O
yolundan	O
çeviremez	O
.	O
Karşımıza	O
çıkan	O
sıkıcı	O
hatalarla	O
,	O
bugün	O
bizi	O
yordun	O
Dodo	O
.	O
Bu	O
kez	O
gerçekten	O
ayvayı	B-IDIOM
yedik	I-IDIOM
.	O
''	O
.	O
Gönlümde	O
iz	B-IDIOM
bırakanlar	I-IDIOM
albümü	O
yakında	O
piyasaya	O
çıkacak	O
.	O
radyoda	O
en	O
yeni	O
şarkılar	O
karşıma	O
çıktı	O
.	O
Kedinin	O
tasması	O
biraz	O
sıkı	O
duruyor	O
,	O
esnetsen	O
iyi	O
olur	O
.	O
Ayşe	O
kardeşinin	O
karalamalarını	O
defterinden	O
sildi	O
.	O
Bütün	O
zorluklara	O
rağmen	O
yeni	O
bir	O
işe	O
adım	B-IDIOM
attı	I-IDIOM
.	O
Yerde	O
duran	O
kolileri	O
sıkı	O
sıkı	O
bantlamamız	O
gerekiyormuş	O
.	O
Zaman	O
,	O
kazanma	O
zamani	O
.	O
Sınav	O
esnasında	O
meydana	B-IDIOM
gelen	I-IDIOM
elektrik	O
kesintisi	O
bütün	O
öğrencileri	O
zor	O
durumda	O
bıraktı	O
.	O
Ayak	O
izini	O
bırakmış	O
kumsala	O
.	O
Bir	O
zamanlar	O
bu	O
oyunda	O
hep	O
ben	O
kazandırdım	O
.	O
Bu	O
eli	O
açmalı	O
mı	O
açmamalı	O
mı	O
?	O
.	O
sıkı	O
duran	O
kemerini	O
gevşetti	O
.	O
Büyük	O
hezeyan	O
meydana	B-IDIOM
geldi	I-IDIOM
.	O
Sıkı	B-IDIOM
durun	I-IDIOM
,	O
Gondor'un	O
işaret	O
kuleleri	O
yanıyor	O
!	O
.	O
Kaç	O
gündür	O
aldığı	O
birinciliğin	O
üstüne	O
bu	O
yenilgi	O
yakışmaz	O
.	O
Bilet	O
sırasında	O
yerini	O
bu	O
teyzeye	O
vermek	O
ister	O
misin	O
?	O
.	O
Fikirlerini	O
o	O
kadar	O
iyi	O
savunuyordu	O
ki	O
,	O
karşı	B-IDIOM
çıkan	I-IDIOM
insanlar	O
kendilerini	O
onu	O
desteklerken	O
buluyordu	O
.	O
hesapları	B-IDIOM
verdikten	I-IDIOM
sonra	O
kontrol	O
etmesi	O
için	O
bir	O
mühendisi	O
görevlendirdi	O
.	O
Kendini	O
(	O
yeniden	O
)	O
inşa	O
etmek	O
önce	O
oturup	O
bir	O
masaya	O
elimize	O
alacağımız	O
bir	O
kağıt	O
kalemle	O
kendini	O
tanımlamayla	O
başlar	O
.	O
üst	O
sıralara	O
çıkmalıyım	O
.	O
Bahçeye	O
çıkan	O
kedi	O
karşı	O
binanın	O
çatısına	O
çıkmaya	O
çalıştı	O
.	O
şampiyonluğuna	O
karşı	O
çıkmak	O
için	O
aşağıdan	O
sigortayı	O
kapatıp	O
elektriği	O
kestiler	O
galiba	O
.	O
Elini	O
koyduğu	O
taş	O
bir	O
anda	O
taş	O
duvarın	O
içine	O
girdi	O
ve	O
büyük	O
bir	O
gürültü	O
koptu	O
.	O
Yaptığı	O
hata	O
için	O
annesine	O
hesap	B-IDIOM
verdi	I-IDIOM
.	O
Alındığını	O
bilseydim	O
üst	O
üste	O
söylemedim	O
yap	O
diye	O
.	O
Kredi	O
kartı	O
hesabımın	O
borcunu	O
kim	O
verecek	O
?	O
.	O
film	O
gösterimi	O
sonrası	O
insanların	O
yüzünde	O
gülümse	O
meydana	B-IDIOM
geldi	I-IDIOM
.	O
Bulaşık	O
yıkarken	O
boşa	O
dökülen	O
suyun	O
,	O
kaç	O
yıllık	O
kuraklığa	O
çözüm	O
olabileceğini	O
sayılması	O
isterdim	O
.	O
Tüm	O
bu	O
olayların	O
yolunu	B-IDIOM
açan	I-IDIOM
yine	O
sizin	O
yaklaşımlarınız	O
.	O
Çam	O
ağacının	O
üstüne	O
aldığım	O
renkli	O
ışıkları	O
asacağım	O
.	O
Masada	O
elma	O
ve	O
ayva	O
vardı	O
,	O
ben	O
ayvayı	O
yedim	O
.	O
Her	O
zaman	O
kazanmak	O
isteyen	O
oyuncularla	O
olmalıyız	O
.	O
Bir	O
de	O
bana	O
karşı	B-IDIOM
mı	O
çıkacakmış	I-IDIOM
?	O
.	O
Defterinden	O
şu	O
karalamaları	O
sil	O
.	O
Üst	O
kat	O
senin	O
için	O
tehlikeli	O
,	O
oraya	O
çıkma	O
!	O
.	O
Alınacağını	I-IDIOM
bilsem	O
direk	O
üst	B-IDIOM
kata	O
cikardım	O
yanında	O
oturmazdım	O
.	O
Öne	B-IDIOM
sürülen	I-IDIOM
örnek	O
cümlelerin	O
çoğunda	O
istenen	O
çeşitlilik	O
sağlanamadı	O
.	O
Karşı	O
takımın	O
kalecisi	O
oyundan	O
çıkmak	O
istiyor	O
.	O
Adımını	O
atarken	O
dikkat	O
etmeyen	O
çocuk	O
taşa	O
takılıp	O
boylu	O
boyunca	O
yere	O
uzandı	O
.	O
Ablamın	O
başından	O
geçenleri	O
düşündükçe	O
kahroluyorum	O
.	O
Allah	O
kimseye	O
el	B-IDIOM
açtırmasın	I-IDIOM
.	O
Babaannem	O
nazar	O
duası	O
okurken	O
kollarımızı	O
sıvar	O
,	O
sırtımızı	O
ovar	O
bit	O
yandan	O
okur	O
bir	O
yandan	O
da	O
hafif	O
bir	O
masaj	O
yapardı	O
anlayacağın	O
.	O
Zaman	O
zaman	O
beni	O
o	O
yoran	O
düşüncelerin	O
kazanmasına	O
izin	O
vermicem	O
.	O
İşini	O
yapmak	O
yerine	O
internette	O
sürekli	O
video	O
izleyerek	O
zamanını	B-IDIOM
mı	O
öldürüyorsun	I-IDIOM
.	O
Üste	B-IDIOM
çıkmaya	I-IDIOM
çalışmadan	O
da	O
çözebiliriz	O
bu	O
meseleyi	O
.	O
Ellerini	O
omuz	O
genişliğinde	O
açarak	O
öne	O
eğil	O
ve	O
avuçlarını	O
yere	O
koy	O
.	O
Elini	O
vicdanına	O
koyan	O
herkes	O
olanlardan	O
kimin	O
sorumlu	O
olduğunu	O
itiraf	O
edecektir	O
.	O
Eğitim	O
sistemine	O
karşı	B-IDIOM
mı	O
çıkıyor	I-IDIOM
?	O
.	O
Kadına	O
şiddet	O
konusuna	O
ağırlık	B-IDIOM
vermeniz	I-IDIOM
farkındalığın	O
artmasına	O
sebep	O
oldu	O
.	O
Elinde	O
tuttuğu	O
gülün	O
açılmasını	O
hayretle	O
izliyordu	O
.	O
Oğlumun	O
ilk	O
adım	O
atışını	O
görememek	O
bir	O
ömür	O
boyu	O
içimde	O
ukte	O
kalacak	O
.	O
Bu	O
hafta	O
Ankara	O
’	O
da	O
bir	O
yer	O
alacağız	O
.	O
Geç	O
vakitte	O
apar	O
topar	O
evden	O
çıkmak	O
isterken	O
karşı	O
dairedeki	O
köpekle	O
burun	O
buruna	O
geldi	O
.	O
İzmir	O
'	O
e	O
vardığımız	O
zaman	O
kazanmak	O
için	O
ne	O
gerekiyorsa	O
yapalım	O
.	O
Küsen	O
işçi	O
vincin	O
tepesine	O
çıkıp	O
karşıdaki	O
dağları	O
izlemeye	O
başladı	O
.	O
Kazan	O
zamanında	O
çok	O
kullanılmış	O
.	O
Normalde	O
çok	O
sessizdir	O
nasıl	O
oldu	O
da	O
böyle	O
sayıp	B-IDIOM
döktü	I-IDIOM
.	O
Bugün	O
ayvayı	B-IDIOM
ben	O
yedim	I-IDIOM
,	O
bakalım	O
yarın	O
kime	O
patlayacak	O
bu	O
olay	O
.	O
Bugün	O
yirmi	O
bin	O
adım	O
atmışım	O
.	O
Hepsini	O
hesap	B-IDIOM
verme	I-IDIOM
korkusu	O
sardı	O
.	O
Öğrencilerin	O
oyun	O
hamuruyla	O
ortaya	B-IDIOM
koyduğu	I-IDIOM
küçük	O
şekiller	O
çok	O
sirindi	O
.	O
Sınavda	O
hangi	O
konulara	O
ağırlık	B-IDIOM
vereceksiniz	I-IDIOM
?	O
.	O
Sıkı	O
dur	O
,	O
şut	O
çekeceğim	O
.	O
Konuyu	O
her	O
türlü	O
ele	B-IDIOM
aldıktan	I-IDIOM
sonra	O
ancak	O
anlayabildim	O
.	O
Bazı	O
zaman	O
yönetimi	O
tavsiyelerine	O
uyarak	O
günde	O
1	O
saat	O
fazladan	O
kazanabilirsiniz	O
.	O
spor	O
salonunda	O
cıkmak	O
bilmedi	O
bu	O
yaz	O
,	O
vücudu	O
çok	O
sıkı	O
duruyor	O
.	O
Bu	O
evden	O
çıkan	O
kiracı	O
karşı	O
daireye	O
taşınmış	O
.	O
Sen	O
kime	O
karşı	B-IDIOM
çıkıyorsun	I-IDIOM
farkında	O
mısınız	O
?	O
.	O
Ailem	O
onlara	O
el	B-IDIOM
açan	I-IDIOM
her	O
insana	O
karşılıksız	O
yardım	O
eder	O
.	O
Aldığı	O
kitabın	O
üstüne	O
çay	O
dökülmüştü	O
.	O
Sıkı	O
fıkı	O
olmadığım	O
insanlar	O
beni	O
instagram	O
çekilişlerine	O
etiketleyip	O
duruyor	O
,	O
çıldıracağım	O
.	O
Adım	O
atacak	O
yer	O
yoktu	O
.	O
ortaya	B-IDIOM
koyduğu	I-IDIOM
başarılar	O
çok	O
önemli	O
.	O
Zaman	O
satın	O
alınamaz	O
zaman	B-IDIOM
kazanılır	I-IDIOM
.	O
İşten	O
çıkan	O
kasiyerin	O
karşı	O
dükkanda	O
işe	O
girdiğini	O
biliyor	O
muydunuz	O
?	O
.	O
Yarışmacılardan	O
ellerini	O
masaya	O
koymaları	O
istendi	O
.	O
Çabuk	O
çabuk	O
önüne	O
önüne	O
sür	O
taksiyi	O
.	O
Her	O
kim	O
zaman	B-IDIOM
kazanmak	I-IDIOM
adına	O
bu	O
hareketlerde	O
bulunuyorsa	O
bunu	O
başaramayacak	O
.	O
Matematik	O
üzerinde	B-IDIOM
çok	O
durmuyorsun	I-IDIOM
.	O
Vadesiz	O
hesap	O
açarken	O
karşılaştığım	O
sorunla	O
ilgili	O
müşteri	O
temsilcisine	O
bilgi	O
verdim	O
.	O
Basamak	B-IDIOM
yapacağınız	I-IDIOM
başka	O
insan	O
mı	O
kalmadı	O
?	O
.	O
defterden	B-IDIOM
bir	O
tek	O
iyi	O
gün	O
dostları	O
silinmez	I-IDIOM
.	O
Hadi	O
gel	O
,	O
ekmek	O
kuyruğunun	O
başına	O
geçelim	O
.	O
Elini	O
aç	O
ve	O
başının	O
üzerine	O
doğru	O
kaldır	O
.	O
Hesap	B-IDIOM
verdi	I-IDIOM
ona	O
.	O
Karşıma	O
çıkarsan	O
seni	O
lime	O
lime	O
ederim	O
!	O
.	O
Bütüm	O
kolaylıklar	O
karşısında	O
sıkı	B-IDIOM
durmasına	I-IDIOM
gerek	O
yoktu	O
.	O
Sorunlara	O
karşı	O
sıkı	B-IDIOM
durmak	I-IDIOM
onun	O
karakterinde	O
var	O
.	O
Türk	O
geleneklerinde	O
gelin	O
kına	O
gecesinde	O
elini	O
açıp	O
kına	O
yaktırır	O
.	O
Ben	O
sana	O
bu	O
mevzu	O
kapansın	O
artık	O
derken	O
,	O
sen	O
her	O
toplantıda	O
altını	B-IDIOM
neden	O
çizmeye	I-IDIOM
devam	O
ediyorsun	O
?	O
.	O
bir	O
daha	O
karşıma	O
çıkma	O
sakın	O
.	O
Birbirinizi	O
bu	O
iş	O
için	O
basamak	B-IDIOM
yapmanıza	I-IDIOM
gerek	O
yok	O
.	O
Stoktaki	O
ürünleri	O
saymaktan	O
yoruldum	O
hadi	O
bir	O
çay	O
dök	O
içelim	O
.	O
Zaman	B-IDIOM
bizi	O
gün	O
geçtikçe	O
öldürüyor	I-IDIOM
.	O
Bebeklerin	O
parmak	O
izi	O
değil	O
ayak	O
izi	O
bir	O
kağıda	O
basılarak	O
saklanır	O
.	O
imza	O
atmayı	O
bilmediği	O
için	O
noterde	O
parmak	O
bastı	O
.	O
Ustam	O
şu	O
girişten	O
bir	O
iki	O
basamak	O
yapsak	O
da	O
alttaki	O
boşluğu	O
kapatsak	O
nasıl	O
olur	O
?	O
.	O
Sıkı	B-IDIOM
durmana	I-IDIOM
gerek	O
yok	O
,	O
kazandık	O
.	O
Bugün	O
korkusuzca	O
bastığın	O
bu	O
topraklarda	O
atalarımızın	O
parmak	O
izleri	O
var	O
.	O
Hadi	O
çocuklar	O
tepsiye	O
döktüğümüz	O
fasülyeleri	O
sayalım	O
!	O
.	O
Sırada	O
yerini	O
alan	O
adama	O
kötü	O
bir	O
bakış	O
attı	O
.	O
At	O
,	O
huysuzlanıp	O
beni	O
üstünden	O
attı	O
.	O
Yemeklerin	O
hesabını	O
kasaya	O
vereceksiniz	O
.	O
Karşı	B-IDIOM
çıkmadan	I-IDIOM
önce	O
bir	O
dur	O
düşün	O
!	O
.	O
Zaten	O
bütün	O
koreografi	O
ona	O
ait	O
,	O
rol	O
de	O
mi	O
oynayacakmış	O
?	O
.	O
Elini	O
taşa	O
koyduktan	O
biraz	O
sonra	O
,	O
bu	O
işaretli	O
taşın	O
sağ	O
tarafında	O
,	O
duvardaki	O
taşlar	O
önce	O
geriye	O
sonra	O
sağa	O
doğru	O
çekildi	O
.	O
Hesap	O
bilgilerini	O
çalarak	O
üçüncü	O
şahıslara	O
verenlere	O
ne	O
demeli	O
?	O
.	O
Hesabını	B-IDIOM
veremediğin	I-IDIOM
suçları	O
işleme	O
!	O
.	O
o	O
görmeden	O
deftere	O
aldığım	O
dipnotları	O
silmeliyim	O
.	O
Bu	O
kadar	O
fazla	O
efor	O
ortaya	B-IDIOM
koymasaydın	I-IDIOM
bu	O
iş	O
olmazdı	O
.	O
Okullarımız	O
TÜBİTAK	O
Marmara	O
Bölge	O
Finalinde	O
Yerlerini	B-IDIOM
Aldılar	I-IDIOM
.	O
Zaman	B-IDIOM
kazanmak	I-IDIOM
için	O
bu	O
yaptığın	O
hilebazlığı	O
hiç	O
tasvip	O
etmiyorum	O
.	O
sıkı	O
dur	O
,	O
yarın	O
geliyorum	O
.	O
Sayıp	B-IDIOM
dökmeler	I-IDIOM
aracılığıyla	O
temel	O
duygu	O
ya	O
da	O
düşünce	O
daha	O
etkili	O
biçimde	O
söylenmiş	O
olur	O
.	O
O	O
saçındaki	O
toka	O
çok	O
sıkı	O
duruyor	O
,	O
acıtmıyor	O
mu	O
?	O
.	O
Ablam	O
çok	O
sıkı	B-IDIOM
duran	I-IDIOM
birisi	O
.	O
Beynimi	O
zonklatan	O
şu	O
baş	O
ağrısı	O
geçmeli	O
artık	O
.	O
Hiç	O
agresif	O
değil	O
ama	O
bir	O
anda	O
sayıp	B-IDIOM
dökmeye	I-IDIOM
başlayabilir	O
.	O
Online	O
işimi	O
zamanında	O
teslim	O
etmediğim	O
için	O
para	O
kazanamadım	O
.	O
Konunun	O
başını	O
pek	O
anlamadım	O
,	O
üzerinden	O
birdaha	O
geçelim	O
.	O
Karşıdaki	O
manzara	O
resmine	O
bakıp	O
da	O
dağa	O
çıkmak	O
istemeyen	O
yoktur	O
.	O
Bugün	O
ortaya	B-IDIOM
koyulan	I-IDIOM
hiçbir	O
işten	O
memnun	O
değilim	O
.	O
Elimizi	B-IDIOM
açtığımız	I-IDIOM
o	O
çaresiz	O
günü	O
unutmam	O
mümkün	O
degil	O
.	O
Proje	O
toplantısında	O
söylenenlere	O
en	O
çok	O
ben	O
karşı	B-IDIOM
çıktım	I-IDIOM
.	O
Çumra'da	O
spor	O
için	O
kollar	B-IDIOM
sıvandı	I-IDIOM
.	O
Sıkı	B-IDIOM
durmayı	I-IDIOM
severim	O
.	O
Sıralamada	O
yine	O
en	O
başa	B-IDIOM
ben	O
geçtim	I-IDIOM
.	O
Altını	B-IDIOM
çizmek	I-IDIOM
demek	O
illaki	O
önemli	O
bir	O
konu	O
olduğunu	O
gösterir	O
.	O
Annesi	O
rahat	O
çıkabilsin	O
diye	O
yeni	O
basamak	O
yaptı	O
.	O
Öğünlerim	O
arasında	O
en	O
çok	O
ağırlığı	B-IDIOM
kahvaltıya	O
veriyorum	I-IDIOM
.	O
Bu	O
el	O
mi	O
açmış	O
koca	O
demir	O
kapıyı	O
?	O
.	O
Kavgadan	O
sonra	O
herkes	O
birbirini	O
defterden	B-IDIOM
sildi	I-IDIOM
.	O
Kendi	O
hesabıyla	O
giriş	O
yapıp	O
,	O
örnekler	O
vermek	O
