zaman	O	tr
başarılı	B-IDIOM	tr
olabilirler	I-IDIOM	tr
.	O	tr

Örneğin	O	tr
İzmir	O	tr
'de	O	tr
EGS	O	tr
hemen	O	tr
başarılı	O	tr
oldu	O	tr
,	O	tr
çünkü	O	tr
tabandan	O	tr
,	O	tr
ihtiyaçtan	O	tr
doğdu	O	tr
.	O	tr

Diğer	O	tr
modeller	O	tr
hep	O	tr
Tanrı	O	tr
'dan	O	tr
gelir	O	tr
gibi	O	tr
yukardan	O	tr
geliyor	O	tr
,	O	tr
"	O	tr
Haydi	O	tr
sana	O	tr
danışmanlık	O	tr
vereyim	O	tr
,	O	tr
haydi	O	tr
ihracatını	O	tr
örgütleyeyim	O	tr
"	O	tr
.	O	tr

Bu	O	tr
tip	O	tr
modelleri	O	tr
kabul	B-IDIOM	tr
ettirmek	I-IDIOM	tr
biraz	O	tr
zor	O	tr
Türkiye	O	tr
'de	O	tr
.	O	tr

İşletmeler	O	tr
kendi	O	tr
aralarında	O	tr
ilişki	O	tr
kurmadıkları	O	tr
sürece	O	tr
tepeden	O	tr
inme	O	tr
işbirliği	O	tr
olmaz	O	tr
.	O	tr

Teşviklerde	O	tr
büyük	O	tr
şehirler	O	tr
ilk	O	tr
beşte	O	tr
.	O	tr

Halkbank	O	tr
KOBİ	O	tr
kredilerinden	O	tr
yararlanacak	O	tr
ilk	O	tr
103	O	tr
firmanın	O	tr
yaklaşık	O	tr
yarısı	O	tr
İstanbul	O	tr
,	O	tr
Ankara	O	tr
,	O	tr
İzmir	O	tr
,	O	tr
Bursa	O	tr
ve	O	tr
Sıvas	O	tr
'tan	O	tr
.	O	tr

1	O	tr
.26	O	tr
trilyon	O	tr
TL	O	tr
'lık	O	tr
ilk	O	tr
bölüm	O	tr
kredinin	O	tr
200	O	tr
milyar	O	tr
TL	O	tr
'sı	O	tr
işletme	O	tr
,	O	tr
kalanı	O	tr
yatırım	O	tr
kredisi	O	tr
olarak	O	tr
kullandırılacak	O	tr
.	O	tr

1996	O	tr
yılının	O	tr
sona	O	tr
ermesinden	O	tr
birkaç	O	tr
gün	O	tr
önce	O	tr
Halkbank	O	tr
KOBİ	O	tr
kredilerinden	O	tr
yararlanmaya	O	tr
hak	B-IDIOM	tr
kazandığı	I-IDIOM	tr
açıklanan	O	tr
103	O	tr
işletmeden	O	tr
yaklaşık	O	tr
yarısının	O	tr
büyük	O	tr
şehirlerden	O	tr
olduğu	O	tr
,	O	tr
buna	O	tr
karşın	O	tr
Doğu	O	tr
-	O	tr
Güneydoğu_Anadolu	O	tr
bölgesinin	O	tr
kredilerin	O	tr
bu	O	tr
ilk	O	tr
bölümünden	O	tr
Akdeniz	O	tr
,	O	tr
Karadeniz	O	tr
ve	O	tr
Ege	O	tr
bölgelerinden	O	tr
daha	O	tr
çok	O	tr
yararlandığı	O	tr
belirlendi	O	tr
.	O	tr

İstanbul_Sanayi_Odası	O	tr
'nın	O	tr
verdiği	O	tr
bilgiye	O	tr
göre	O	tr
35	O	tr
şehirden	O	tr
toplam	O	tr
103	O	tr
firma	O	tr
Halk_Bankası	O	tr
'ndan	O	tr
1_trilyon_266	O	tr
milyar	O	tr
TL	O	tr
kredi	O	tr
kullanmaya	O	tr
hak	O	tr
kazandı	O	tr
.	O	tr

Bu	O	tr
kredilerin	O	tr
yüzde_16	O	tr
'sını	O	tr
oluşturan	O	tr
201	O	tr
milyar	O	tr
TL	O	tr
işletme	O	tr
,	O	tr
kalan	O	tr
miktar	O	tr
ise	O	tr
yatırım	O	tr
kredisi	O	tr
olarak	O	tr
kullandırılacak	O	tr
.	O	tr

Kredilerin	O	tr
bölgelere	O	tr
göre	O	tr
dağılımında	O	tr
en	O	tr
yüksek	O	tr
payı	O	tr
481	O	tr
milyar	O	tr
TL	O	tr
ile	O	tr
Orta_Anadolu	O	tr
Bölgesi	O	tr
'nin	O	tr
alması	O	tr
dikkat	B-IDIOM	tr
çekti	I-IDIOM	tr
.	O	tr

İkinci	O	tr
sırada	O	tr
gelen	O	tr
ve	O	tr
sadece	O	tr
İstanbul	O	tr
ve	O	tr
Bursa	O	tr
ile	O	tr
temsil	B-IDIOM	tr
edilen	I-IDIOM	tr
Marmara	O	tr
Bölgesi	O	tr
262	O	tr
milyar	O	tr
TL	O	tr
alırken	O	tr
,	O	tr
üçüncü	O	tr
sırada	O	tr
185	O	tr
milyar	O	tr
TL	O	tr
ile	O	tr
Doğu	O	tr
-	O	tr
Güneydoğu_Anadolu	O	tr
Bölgesi	O	tr
geldi	O	tr
.	O	tr

İSO	O	tr
'ya	O	tr
başvuran	O	tr
225	O	tr
şirketten	O	tr
ise	O	tr
197	O	tr
'sinin	O	tr
başvurusu	O	tr
değerlendirildi	O	tr
ve	O	tr
onaylandı	O	tr
.	O	tr

Başvuruların	O	tr
sektörel	O	tr
olarak	O	tr
dağılımı	O	tr
şöyle	O	tr
:	O	tr
%51	O	tr
tekstil	O	tr
,	O	tr
%17	O	tr
metal	O	tr
işleme	O	tr
,	O	tr
%7	O	tr
plastik	O	tr
-	O	tr
kauçuk	O	tr
,	O	tr
%4	O	tr
deri	O	tr
,	O	tr
%5	O	tr
otomotiv	O	tr
yan	O	tr
sanayi	O	tr
,	O	tr
%4	O	tr
elektrik	O	tr
-	O	tr
elektronik	O	tr
,	O	tr
%11	O	tr
diğer	O	tr
.	O	tr

KOBİ	O	tr
Teşvik	O	tr
Kararnamesi	O	tr
kapsamında	O	tr
dağıtılmasına	O	tr
başlanan	O	tr
Halkbank	O	tr
KOBİ	O	tr
kredilerinin	O	tr
ilk	O	tr
bölümü	O	tr
hakkında	O	tr
dikkat	O	tr
çeken	O	tr
bazı	O	tr
noktalar	O	tr
şunlar	O	tr
:	O	tr
Türkiye	O	tr
çapında	O	tr
firma	O	tr
başına	O	tr
alınan	O	tr
ortalama	O	tr
kredi	O	tr
,	O	tr
12	O	tr
milyar	O	tr
298	O	tr
milyon	O	tr
TL	O	tr
.	O	tr
Ortalamanın	O	tr
üzerinde	O	tr
kredi	O	tr
alan	O	tr
şirketleri	O	tr
barındıran	O	tr
şehirler	O	tr
arasında	O	tr
Erzincan	O	tr
,	O	tr
Malatya	O	tr
,	O	tr
Gaziantep	O	tr
,	O	tr
Elazığ	O	tr
dikkati	B-IDIOM	tr
çekiyor	I-IDIOM	tr
.	O	tr

Ortalama	O	tr
kredi	O	tr
miktarı	O	tr
düşük	O	tr
olan	O	tr
şehirler	O	tr
arasında	O	tr
ise	O	tr
Antalya	O	tr
,	O	tr
Adana	O	tr
,	O	tr
Burdur	O	tr
,	O	tr
Niğde	O	tr
var	O	tr
.	O	tr

Birçok	O	tr
firma	O	tr
hem	O	tr
yatırım	O	tr
kredisi	O	tr
,	O	tr
hem	O	tr
işletme	O	tr
kredisi	O	tr
almaya	O	tr
hak	B-IDIOM	tr
kazandı	I-IDIOM	tr
.	O	tr

Ancak	O	tr
sadece	O	tr
yatırım	O	tr
kredisi	O	tr
alan	O	tr
firmalar	O	tr
da	O	tr
oldu	O	tr
(	O	tr
Batman	O	tr
,	O	tr
Bolu	O	tr
,	O	tr
Denizli	O	tr
,	O	tr
Gaziantep	O	tr
,	O	tr
Kütahya	O	tr
ve	O	tr
Ordu	O	tr
'da	O	tr
olduğu	O	tr
gibi	O	tr
)	O	tr
.	O	tr

Kredilerin	O	tr
bu	O	tr
ilk	O	tr
bölümünden	O	tr
sonra	O	tr
geriye	O	tr
kaynağı	O	tr
kesin	O	tr
olarak	O	tr
mevcut	O	tr
olan	O	tr
,	O	tr
KOBİ	O	tr
'lere	O	tr
dağıtılacak	O	tr
3	O	tr
trilyon	O	tr
733	O	tr
milyar	O	tr
TL	O	tr
kaldı	O	tr
.	O	tr

Firma	O	tr
başına	O	tr
ortalama	O	tr
kredi	O	tr
miktarının	O	tr
aynı	O	tr
olacağı	O	tr
varsayılırsa	O	tr
,	O	tr
yaklaşık	O	tr
300	O	tr
firma	O	tr
daha	O	tr
KOBİ	O	tr
kredilerinden	O	tr
yararlanabilecek	O	tr
.	O	tr

Başbakan	O	tr
Yardımcısı	O	tr
Tansu_Çiller	O	tr
KOBİ	O	tr
'lere	O	tr
bunun	O	tr
dışında	O	tr
bu	O	tr
yıl	O	tr
içinde	O	tr
20	O	tr
trilyon	O	tr
TL	O	tr
'lık	O	tr
teşvik	O	tr
kredisi	O	tr
dağıtılacağını	O	tr
söylüyor	O	tr
.	O	tr

Bu	O	tr
gerçekleştiği	O	tr
takdirde	O	tr
1	O	tr
.600	O	tr
firma	O	tr
daha	O	tr
kredilerden	O	tr
yararlanabilecek	O	tr
.	O	tr

Ancak	O	tr
kredilerden	O	tr
yararlanamasa	O	tr
bile	O	tr
Teşvik	O	tr
Belgesi	O	tr
alan	O	tr
KOBİ	O	tr
'ler	O	tr
vergi	O	tr
-	O	tr
harç	O	tr
istisnası	O	tr
,	O	tr
KDV	O	tr
muafiyeti	O	tr
gibi	O	tr
önemli	O	tr
desteklerden	O	tr
yararlanabiliyor	O	tr
.	O	tr

Seçkin	O	tr
KOBİ	O	tr
'ler	O	tr
ve	O	tr
KOBİ	O	tr
kitlesi	O	tr
.	O	tr

Türkiye	O	tr
'de	O	tr
"	O	tr
KOBİ	O	tr
yılı	O	tr
"	O	tr
ilan	O	tr
edilen	O	tr
1996	O	tr
'da	O	tr
KOBİ	O	tr
'lerden	O	tr
çok	O	tr
söz	B-IDIOM	tr
edildi	I-IDIOM	tr
,	O	tr
KOBİ	O	tr
'leri	O	tr
desteklemek	O	tr
için	O	tr
bazı	O	tr
yeni	O	tr
adımlar	I-IDIOM	tr
da	O	tr
atıldı	I-IDIOM	tr
.	O	tr

Örneğin	O	tr
:	O	tr
Halk_Bankası	O	tr
tarafından	O	tr
kullandırılmaya	O	tr
başlanan	O	tr
fon	O	tr
kaynaklı	O	tr
krediler	O	tr
KOBİ	O	tr
'lere	O	tr
yeni	O	tr
bir	O	tr
destek	O	tr
penceresi	O	tr
açtı	O	tr
.	O	tr

KOBİ	O	tr
'lerin	O	tr
teşvik	O	tr
belgesi	O	tr
alarak	O	tr
bazı	O	tr
muafiyetlerden	O	tr
yararlanmasına	O	tr
olanak	O	tr
sağlandı	O	tr
.	O	tr

KOBİ	O	tr
'lerin	O	tr
TÜBİTAK	O	tr
tarafından	O	tr
koordine	O	tr
edilen	O	tr
AR	O	tr
-	O	tr
GE	O	tr
kredilerinden	O	tr
giderek	O	tr
daha	O	tr
fazla	O	tr
yararlanmasına	O	tr
olanak	O	tr
sağlandı	O	tr
.	O	tr

Dış	O	tr
Ticaret	O	tr
Müsteşarlığı	O	tr
'nın	O	tr
yurt	O	tr
dışında	O	tr
ofis	O	tr
-	O	tr
mağaza	O	tr
açma	O	tr
gibi	O	tr
faaliyetlerin	O	tr
ve	O	tr
fuarlarla	O	tr
sergilere	O	tr
katılımın	O	tr
desteklenmesi	O	tr
için	O	tr
KOBİ	O	tr
'lere	O	tr
sağladığı	O	tr
desteklerin	O	tr
uygulanmasına	O	tr
başlandı	O	tr
.	O	tr

Bunların	O	tr
hepsi	O	tr
kuşkusuz	O	tr
olumlu	O	tr
yönde	O	tr
atılmış	B-IDIOM	tr
adımlardı	I-IDIOM	tr
.	O	tr

Ancak	O	tr
bu	O	tr
adımlara	O	tr
ayak	O	tr
uydurabilen	O	tr
,	O	tr
sağlanan	O	tr
desteklerden	O	tr
fiilen	O	tr
yararlanabilen	O	tr
KOBİ	O	tr
sayısı	O	tr
ne	O	tr
yazık	O	tr
ki	O	tr
çok	O	tr
sınırlı	O	tr
kaldı	O	tr
.	O	tr

Eldeki	O	tr
verilere	O	tr
göre	O	tr
fon	O	tr
kaynaklı	O	tr
KOBİ	O	tr
kredilerinden	O	tr
yararlandığı	O	tr
açıklanan	O	tr
KOBİ	O	tr
sayısı	O	tr
şimdilik	O	tr
103	O	tr
.	O	tr
Basit	O	tr
bir	O	tr
hesaplamayla	O	tr
5	O	tr
trilyonluk	O	tr
fon	O	tr
kaynağının	O	tr
tümü	O	tr
kullanıldığında	O	tr
bu	O	tr
sayı	O	tr
400	O	tr
'ü	O	tr
aşabilecek	O	tr
.	O	tr

AR	O	tr
-	O	tr
GE	O	tr
desteklerinden	O	tr
yararlanabilen	O	tr
KOBİ	O	tr
sayısı	O	tr
60	O	tr
dolayında	O	tr
.	O	tr

Dış	O	tr
Ticaret	O	tr
Müsteşarlığı	O	tr
'nın	O	tr
sağladığı	O	tr
diğer	O	tr
desteklerden	O	tr
yararlanan	O	tr
KOBİ	O	tr
'leri	O	tr
sayısı	O	tr
da	O	tr
150	O	tr
'yi	O	tr
bulmuyor	O	tr
.	O	tr

Türkiye	O	tr
'de	O	tr
toplam	O	tr
"	O	tr
küçük	O	tr
işyeri	O	tr
"	O	tr
sayısının	O	tr
1	O	tr
milyonun	O	tr
hayli	O	tr
üzerinde	O	tr
,	O	tr
imalat	O	tr
sanayiindeki	O	tr
küçük	O	tr
ve	O	tr
orta	O	tr
işletmelerin	O	tr
sayısının	O	tr
200	O	tr
bin	O	tr
dolayında	O	tr
olduğu	O	tr
anımsandığında	O	tr
KOBİ	O	tr
'lere	O	tr
sağlanan	O	tr
desteklerin	O	tr
KOBİ	O	tr
kitlesi	O	tr
içinde	O	tr
ne	O	tr
kadar	O	tr
küçük	O	tr
bir	O	tr
azınlığa	O	tr
erişebildiği	O	tr
çarpıcı	O	tr
biçimde	O	tr
ortaya	B-IDIOM	tr
çıkıyor	I-IDIOM	tr
.	O	tr

Desteklerden	O	tr
yararlanabilenler	O	tr
KOBİ	O	tr
kitlesinin	O	tr
yüzde_1	O	tr
'ini	O	tr
bile	O	tr
bulmuyor	O	tr
.	O	tr

Kendi	O	tr
becerileriyle	O	tr
bunu	O	tr
başaranlar	O	tr
her	O	tr
halde	O	tr
geniş	O	tr
kitleyi	O	tr
tam	O	tr
olarak	O	tr
temsil	O	tr
eden	O	tr
,	O	tr
yansıtan	O	tr
bir	O	tr
grup	O	tr
değil	O	tr
.	O	tr

Bu	O	tr
grubu	O	tr
"	O	tr
seçkin	O	tr
KOBİ	O	tr
'ler	O	tr
"	O	tr
diye	O	tr
de	O	tr
adlandırabiliriz	O	tr
belki	O	tr
.	O	tr

Bu	O	tr
durumda	O	tr
sorulması	O	tr
gereken	O	tr
soru	O	tr
şu	O	tr
oluyor	O	tr
:	O	tr
KOBİ	O	tr
kitlesi	O	tr
için	O	tr
ne	O	tr
yapılabilir	O	tr
.	O	tr

Çok	O	tr
daha	O	tr
fazla	O	tr
sayıda	O	tr
KOBİ	O	tr
'nin	O	tr
çeşitli	O	tr
desteklerden	O	tr
yararlanması	O	tr
nasıl	O	tr
sağlanabilir	O	tr
.	O	tr

Karşımıza	O	tr
ilk	O	tr
olarak	O	tr
kaynak	O	tr
sorunu	B-IDIOM	tr
çıkıyor	I-IDIOM	tr
tabii	O	tr
.	O	tr

Örneğin	O	tr
fon	O	tr
kaynaklı	O	tr
krediler	O	tr
için	O	tr
ayrılabilen	O	tr
fon	O	tr
yararlanacak	O	tr
KOBİ	O	tr
sayısını	O	tr
da	O	tr
belirlemiş	O	tr
oluyor	O	tr
.	O	tr

Örneğin	O	tr
KOSGEB	O	tr
'a	O	tr
ayrılan	O	tr
bütçe	O	tr
kaynağı	O	tr
bu	O	tr
kuruluşun	O	tr
etki	O	tr
alanını	O	tr
sınırlıyor	O	tr
.	O	tr

Ancak	O	tr
sorun	O	tr
yalnızca	O	tr
kaynak	O	tr
yetersizliği	O	tr
değil	O	tr
.	O	tr

KOBİ	O	tr
'lerin	O	tr
büyük	O	tr
çoğunluğu	O	tr
gerekli	O	tr
bilgi	O	tr
akımına	O	tr
ulaşamadığı	O	tr
için	O	tr
mevcut	O	tr
desteklerden	O	tr
haberdar	O	tr
değil	O	tr
ya	O	tr
da	O	tr
ilgisiz	O	tr
.	O	tr

KOBİ	O	tr
'lere	O	tr
yönelik	O	tr
faaliyetlerin	O	tr
bir	O	tr
koordinasyon	O	tr
içinde	O	tr
götürülmemesi	O	tr
de	O	tr
KOBİ	O	tr
'lerin	O	tr
bilgi	O	tr
ağı	O	tr
içine	O	tr
girmelerini	O	tr
ve	O	tr
mevcut	O	tr
deskteklerden	O	tr
haberdar	B-IDIOM	tr
olmalarını	I-IDIOM	tr
engelliyor	O	tr
.	O	tr

Birçok	O	tr
küçük	O	tr
işletme	O	tr
,	O	tr
"	O	tr
bizi	O	tr
nasılsa	O	tr
dikkate	B-IDIOM	tr
almazlar	I-IDIOM	tr
"	O	tr
inancı	O	tr
içinde	O	tr
bu	O	tr
desteklerle	O	tr
ilgilenmiyor	O	tr
bile	O	tr
.	O	tr

KOBİ	O	tr
'lerin	O	tr
kendiliklerinden	O	tr
örgütlenme	O	tr
çabalarının	O	tr
da	O	tr
şimdilik	O	tr
sınırlı	O	tr
kaldığı	O	tr
görülüyor	O	tr
.	O	tr

Bu	O	tr
ortamda	O	tr
KOBİ	O	tr
kitlesini	O	tr
oluşturan	O	tr
işletmelerin	O	tr
çok	O	tr
büyük	O	tr
bölümü	O	tr
kendi	O	tr
yağıyla	O	tr
kavrulup	O	tr
ayakta	O	tr
kalmaya	O	tr
,	O	tr
ağırlaşan	O	tr
rekabet	O	tr
koşullarında	O	tr
yaşamaya	O	tr
çalışıyor	O	tr
.	O	tr

Bu	O	tr
kitlenin	O	tr
ilgisini	O	tr
çekmek	O	tr
ve	O	tr
onları	O	tr
bilgi	O	tr
ağının	O	tr
içine	O	tr
çekebilmek	O	tr
için	O	tr
yeni	O	tr
çabalara	O	tr
gerek	O	tr
var	O	tr
.	O	tr

Ülkemizdeki	O	tr
KOBİ	O	tr
potansiyelini	O	tr
kullanabilmek	O	tr
için	O	tr
bu	O	tr
çabayı	B-IDIOM	tr
göstermek	I-IDIOM	tr
şart	O	tr
.	O	tr

Metin_Toker	O	tr
.	O	tr

TANSU_Çiller	O	tr
'e	O	tr
gerçekten	O	tr
minnetarım	O	tr
.	O	tr

Bana	O	tr
son	O	tr
derece	O	tr
eğlenceli	O	tr
bir	O	tr
yılbaşı	O	tr
gecesi	O	tr
geçirttiğiden	O	tr
dolayı	O	tr
.	O	tr

Ne	O	tr
kadar	O	tr
var	O	tr
ki	O	tr
böylesine	O	tr
gülmemiştim	O	tr
.	O	tr

Diyeceksiniz	O	tr
ki	O	tr
:	O	tr
Sen	O	tr
Kartalkaya	O	tr
'da	O	tr
mıydın	O	tr
.	O	tr

Hayır	O	tr
,	O	tr
ben	O	tr
Çankaya	O	tr
'daki	O	tr
evdeydim	O	tr
.	O	tr

Ama	O	tr
unutmayınız	O	tr
ki	O	tr
artık	O	tr
insanları	O	tr
ve	O	tr
yerleri	O	tr
birleştiren	O	tr
televizyon	O	tr
diye	O	tr
bir	O	tr
alet	O	tr
var	O	tr
.	O	tr

Ben	O	tr
ekranın	O	tr
başında	O	tr
,	O	tr
o	O	tr
kameranın	O	tr
karşısındaydı	O	tr
.	O	tr

DYP	O	tr
Genel	O	tr
başkanı	O	tr
neler	O	tr
söylemiyor	O	tr
,	O	tr
eline	O	tr
düşmüş	O	tr
Türkiye	O	tr
için	O	tr
ne	O	tr
parlak	O	tr
istikbal	O	tr
çiziyordu	O	tr
.	O	tr

Tansuhanım	O	tr
dehşet	O	tr
bir	O	tr
kadındı	O	tr
:	O	tr
"	O	tr
Bu	O	tr
ülkenin	O	tr
umudunu	O	tr
hiç	O	tr
bir	O	tr
güç	O	tr
kıramayacaktır	O	tr
.	O	tr
Kırmaya	O	tr
da	O	tr
kalkışanların	O	tr
başına	O	tr
yumruğumuz	O	tr
balyoz	O	tr
gibi	O	tr
inecektir	O	tr
.	O	tr
"	O	tr
diyordu	O	tr
.	O	tr

1997	O	tr
yılında	O	tr
Büyük	O	tr
Türkiye	O	tr
yürüyüşü	O	tr
başlayacaktı	O	tr
.	O	tr

Çağa	O	tr
damgamızı	B-IDIOM	tr
vuracaktık	I-IDIOM	tr
.	O	tr

Nasıl	O	tr
.	O	tr

Kendi	O	tr
öz	O	tr
değerlerimiz	O	tr
,	O	tr
Anadolunun	O	tr
değerleri	O	tr
,	O	tr
irfanı	O	tr
,	O	tr
inancı	O	tr
ve	O	tr
-	O	tr
Çiller	O	tr
altını	O	tr
çizerek	O	tr
vurguluyordu	O	tr
-	O	tr
dinimiz	O	tr
ile	O	tr
.	O	tr

Bu	O	tr
,	O	tr
şahsen	O	tr
onun	O	tr
meselesiydi	O	tr
ve	O	tr
hedefe	O	tr
özelleştirme	O	tr
ile	O	tr
varacaktı	O	tr
.	O	tr

İşte	O	tr
,	O	tr
Karabük	O	tr
örneği	O	tr
.	O	tr

Karabük	O	tr
'te	O	tr
harikalar	O	tr
yaratılmıştı	O	tr
.	O	tr

Karabük	O	tr
iki	O	tr
yıl	O	tr
önce	O	tr
özelleştirilmiş	O	tr
,	O	tr
işçilere	O	tr
verilmişti	O	tr
.	O	tr

Karabük	O	tr
işçileri	O	tr
,	O	tr
Karabük	O	tr
işletmelerinin	O	tr
sahibiydiler	O	tr
,	O	tr
hepsi	O	tr
milyarder	O	tr
olacaklardı	O	tr
.	O	tr

Karabük	O	tr
kurtulmuştu	O	tr
.	O	tr

Tansuhanım	O	tr
bütün	O	tr
Türkiye	O	tr
'yi	O	tr
kurtaracaktı	O	tr
.	O	tr

Karabük	O	tr
,	O	tr
Karabük	O	tr
,	O	tr
Karabük	O	tr
.	O	tr

Bunu	O	tr
"	O	tr
yalılı	O	tr
hanım	O	tr
"	O	tr
ilk	O	tr
telaffuz	B-IDIOM	tr
ettiğinde	I-IDIOM	tr
bir	O	tr
"	O	tr
dil	O	tr
sürçmesi	O	tr
"	O	tr
sandım	O	tr
.	O	tr

Çünkü	O	tr
kendilerinin	O	tr
dil	O	tr
sürçmeleri	O	tr
meşhurdur	O	tr
.	O	tr

Hatta	O	tr
bunu	O	tr
yakın	O	tr
etrafı	O	tr
"	O	tr
kolejli	O	tr
müsamere	O	tr
kızının	O	tr
sempatik	O	tr
bir	O	tr
yanı	O	tr
"	O	tr
diye	O	tr
,	O	tr
baştan	O	tr
göstermeye	O	tr
çalışmış	O	tr
,	O	tr
fakat	O	tr
bunlar	O	tr
gaf	O	tr
halini	O	tr
alınca	O	tr
bundan	O	tr
vazgeçmişti	O	tr
.	O	tr

Karabük	O	tr
,	O	tr
Karabük	O	tr
,	O	tr
Karabük	O	tr
.	O	tr

Tansuhanım	O	tr
hep	O	tr
"	O	tr
Karabük	O	tr
"	O	tr
demekte	O	tr
devam	B-IDIOM	tr
ediyordu	I-IDIOM	tr
.	O	tr

Halbuki	O	tr
Karabük	O	tr
'ün	O	tr
statüsünde	O	tr
bir	O	tr
değişiklik	O	tr
yoktu	O	tr
.	O	tr

İşçilere	O	tr
devredilmiş	O	tr
olan	O	tr
-	O	tr
o	O	tr
da	O	tr
zorla	O	tr
-	O	tr
Kardemir	O	tr
idi	O	tr
.	O	tr

Tansuhanım	O	tr
Kardemir	O	tr
'i	O	tr
Karabük	O	tr
,	O	tr
yahut	O	tr
Karabük	O	tr
'ü	O	tr
Kardemir	O	tr
zannediyordu	O	tr
.	O	tr

Ecevit	O	tr
'in	O	tr
belirttiği	O	tr
gibi	O	tr
şimdiye	O	tr
kadar	O	tr
Türkiye	O	tr
'de	O	tr
böyle	O	tr
bir	O	tr
cahil	O	tr
o	O	tr
makamlara	O	tr
gelmemişti	O	tr
.	O	tr

Gül	O	tr
babam	O	tr
,	O	tr
gül	O	tr
.	O	tr

Allah	O	tr
sizi	O	tr
inandırsın	O	tr
,	O	tr
dakikalarca	O	tr
kahkahalarımı	O	tr
durduramadım	O	tr
.	O	tr

-	O	tr
Nitekim	O	tr
bu	O	tr
demecin	O	tr
verildiği	O	tr
TV	O	tr
'nin	O	tr
sahibi	O	tr
Türkiye	O	tr
gazetesi	O	tr
sütunlarında	O	tr
potu	O	tr
düzeltmeye	O	tr
